playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,4.02,0.99,15.96,1.32,1.51,1.00,1.12,0.40,277.7460000000001,277.69882436260554,0.0
AI3 PiecePos-Analyzing_16,3.96,0.98,16.06,1.29,1.56,1.00,1.08,0.40,279.053,277.69882436260554,0.0
AI3 PiecePos-Analyzing_5,3.97,0.99,15.86,1.28,1.57,1.00,1.07,0.40,275.887,277.69882436260554,0.0
AI3 PiecePos-Analyzing_26,3.99,0.99,15.97,1.33,1.52,1.02,1.07,0.41,277.776,277.69882436260554,0.0
AI3 PiecePos-Analyzing_25,3.99,0.99,15.97,1.32,1.53,1.02,1.08,0.39,277.774,277.69882436260554,0.0
AI3 PiecePos-Analyzing_24,3.98,0.99,15.91,1.27,1.54,1.00,1.08,0.40,276.7010000000001,277.69882436260554,0.0
AI3 PiecePos-Analyzing_15,4.00,1.00,16.30,1.33,1.50,1.00,1.09,0.40,283.088,277.69882436260554,0.0
AI3 PiecePos-Analyzing_13,3.96,0.99,16.36,1.30,1.50,1.00,1.09,0.41,283.84299999999996,277.69882436260554,0.0
AI3 PiecePos-Analyzing_22,4.03,1.00,16.36,1.29,1.52,1.00,1.12,0.41,284.16900000000004,277.69882436260554,1.0
AI3 PiecePos-Analyzing_9,4.09,1.00,15.93,1.28,1.52,1.00,1.13,0.40,277.523,277.69882436260554,1.0
AI3 PiecePos-Analyzing_2,3.98,1.02,15.76,1.27,1.53,1.00,1.11,0.41,274.36,277.69882436260554,0.0
AI3 PiecePos-Analyzing_20,4.05,1.02,16.28,1.28,1.56,0.99,1.08,0.39,282.946,277.69882436260554,1.0
AI3 PiecePos-Analyzing_17,3.94,1.02,16.19,1.28,1.56,0.98,1.08,0.40,281.06000000000006,277.69882436260554,0.0
AI3 PiecePos-Analyzing_21,4.03,1.02,15.94,1.31,1.52,0.99,1.09,0.40,277.44800000000004,277.69882436260554,0.0
AI3 PiecePos-Analyzing_3,4.05,0.99,16.30,1.31,1.56,1.01,1.10,0.40,283.32099999999997,277.69882436260554,1.0
AI3 PiecePos-Analyzing_1,3.91,1.00,15.63,1.30,1.51,1.02,1.11,0.40,272.01900000000006,277.69882436260554,0.0
AI3 PiecePos-Analyzing_18,3.98,0.99,15.86,1.33,1.50,1.01,1.10,0.39,275.97499999999997,277.69882436260554,0.0
AI3 PiecePos-Analyzing_11,3.95,0.99,16.07,1.31,1.56,0.99,1.08,0.40,279.199,277.69882436260554,0.0
AI3 PiecePos-Analyzing_23,3.96,0.98,15.81,1.32,1.51,1.01,1.11,0.41,275.09900000000005,277.69882436260554,0.0
AI3 PiecePos-Analyzing_14,3.90,1.01,16.09,1.27,1.53,1.01,1.11,0.40,279.31600000000003,277.69882436260554,0.0
AI3 PiecePos-Analyzing_19,3.99,1.01,15.63,1.32,1.56,0.98,1.09,0.41,272.357,277.69882436260554,0.0
AI3 PiecePos-Analyzing_12,3.98,1.02,16.05,1.29,1.51,1.00,1.12,0.41,279.0210000000001,277.69882436260554,0.0
AI3 PiecePos-Analyzing_28,3.95,1.00,16.35,1.33,1.57,1.01,1.08,0.40,283.743,277.69882436260554,0.0
AI3 PiecePos-Analyzing_10,4.10,0.99,15.98,1.32,1.54,1.02,1.09,0.40,278.39700000000005,277.69882436260554,0.0
AI3 PiecePos-Analyzing_6,3.93,1.01,15.82,1.32,1.53,0.98,1.11,0.41,275.15500000000003,277.69882436260554,0.0
AI3 PiecePos-Analyzing_7,3.91,0.99,16.11,1.31,1.51,1.02,1.08,0.40,279.669,277.69882436260554,0.0
AI3 PiecePos-Analyzing_27,3.99,1.02,15.61,1.31,1.52,1.00,1.09,0.40,272.01800000000003,277.69882436260554,0.0
AI3 PiecePos-Analyzing_8,3.92,0.98,16.20,1.31,1.50,1.01,1.12,0.39,281.161,277.69882436260554,0.0
